,mat_id,composition
2935,mp-37276,Fe2Ni4S8
2936,mp-761748,Li2Cr1Co3O8
2937,mp-768708,Li2Cr2Ni2O8
2938,mp-1221752,Mn1Cr8Cu3S16
2939,mp-765944,Al15Fe9O32
2940,mp-1176640,Li2Mn2Cr2O8
2941,mp-608016,Mg2Fe4O8
2942,mp-1226405,Cr4Cu1Ni1Se8
2943,mp-1216396,V2Fe2Co2O8
2944,mp-756879,Li2Mn3Fe1O8
2945,mp-1221990,Mg2V2Cr2O8
2946,mp-1228960,Al1Cr4Cu1S8
2947,mp-1178056,Li8Co12Sn4O32
2948,mp-1314406,Li4Mn6Ga2O16
2949,mp-1246962,Mg2Sc1Ti3S8
2950,mp-761676,Li2Co3Sb1O8
2951,mp-753397,Ga4Cu2O8
2952,mp-773045,Li2V3Fe1O8
2953,mp-767086,Li5Mg1Ti12O24
2954,mvc-10135,Mg6Co12O24
2955,mp-756414,Li2Cr3Co1O8
2956,mp-1222745,Li4Fe2Cl8
2957,mp-1225064,Fe1Co1Rh4S8
2958,mp-1362476,Li4V6Te2O16
2959,mp-777721,Li2Fe3W1O8
2960,mp-1239176,Ta2Cr6Cu4S16
2961,mp-1226324,Cr3Cu2Ni1Se8
2962,mvc-12218,Ca2Fe4O8
2963,mp-753949,Li2Mn2V2O8
2964,mp-1247127,Mg2Ti2Ni2S8
2965,mp-1176640,Li2Mn2Cr2O8
2966,mvc-9995,Zn2Mo4O8
2967,mp-1316764,Li4Co4Sn4O16
2968,mp-1226592,Ce1Zr3O8
2969,mp-867772,Zr14V2O32
2970,mp-1062842,Mg1F2
2971,mp-4661,Sc4O4F4
2972,mp-752706,Ce1Zr11O24
2973,mp-568284,Sr4I8
2974,mp-571554,Pr2Al2Si4
2975,mp-4661,Sc4O4F4
2976,mp-1147587,Ce2Cu1N2O2
2977,mp-1147647,Na1Br1O2
2978,mp-6123,Ba2Pd1O2F2
2979,mp-557939,La4Ni3O8
2980,mp-752398,Ba1Cu1O2
2981,mp-1227941,Ba1Co1O2
2982,mp-1218462,Sr8Ca2Fe10O20
2983,mp-1147647,Na1Br1O2
2984,mp-766370,Ce1Zr9O20
2985,mp-675329,La1Zr9O20
2986,mvc-3519,Zn2Fe2F8
2987,mp-1019601,Ce1Zr7O16
2988,mp-674976,Zr9Sc1O20
2989,mp-1246062,Ti2Cd8N8
2990,mp-1222463,Lu2Zn8Fe2O14
2991,mp-1280196,Li3V2O3F3
2992,mp-863430,Zn12In8O24
2993,mp-35822,Li8Si2O8
2994,mp-780725,Li8V4P4O20
2995,mp-756711,Li8Cr2O8
2996,mp-1215740,Zn3In1Ga1O6
2997,mp-17816,Na20As4O20
2998,mp-1076088,Mg4Co4O10
2999,mp-1227117,Ca1Y3Ti4O12
3000,mp-1189627,Th4Fe2Se10
3001,mvc-4204,Ca4Ta2Ag2O12
3002,mp-554061,Mn2Sb2S4Br2
3003,mp-11906,Li2Pr4Ir2O12
3004,mp-1206321,Yb2Tl2Br6
3005,mp-1222992,La2Nd2Co4O12
3006,mp-752726,Ba2La4O8
3007,mp-4387,Sr4Zr4O12
3008,mp-1209936,Nd4Ni2Pt2O12
3009,mp-14550,Ti4Cd4O12
3010,mp-22103,Dy4Mn4O12
3011,mp-1099626,La4Fe4O10
3012,mp-22590,La4Fe4O12
3013,mp-20222,Sr4Nb2In2O12
3014,mvc-6211,Ca4Y2Cr2O10
3015,mp-1213003,Eu4Co2Pt2O12
3016,mp-755865,Tb4Ni4O12
3017,mvc-10031,Ca2La2Cr2Cu2O12
3018,mp-1217727,Tb4Mn2Cr2O12
3019,mp-541177,Gd4V4O12
3020,mp-1220508,Nd4Mn2Rh2O12
3021,mp-1188256,U4Ni4Se12
3022,mp-20186,Pr4Ru4O12
3023,mp-1640617,Ca2La2Fe2W2O12
3024,mvc-9618,Ca2Pr2V4O12
3025,mp-1223138,La8Ti4Mn4O24
3026,mp-1307607,Ca4Cr2W2O12
3027,mp-3196,Nd4Ga4O12
3028,mp-1208643,Sr4Hf4S12
3029,mp-6732,La4Mg2Ir2O12
3030,mp-560836,Si12O24
3031,mp-776343,W12N24
3032,mp-697670,K2Al2Si6O16
3033,mp-1080866,Ce12Se24
3034,mp-1080631,Ce16Se32
3035,mp-697670,K2Al2Si6O16
3036,mp-1219617,Rb2Al2Si6O16
3037,mp-36779,P8N8O8
3038,mp-770887,Be4Cr4O16
3039,mp-1080257,Ce4Se8
3040,mp-772192,Cu8P8O24
3041,mp-6091,Ba4Al8Si8O32
3042,mp-1219605,Rb2Al2Si6O16
3043,mp-640556,Si24O48
3044,mp-1096962,Cr32N64
3045,mp-1172466,He8Si8O16
3046,mp-6434,Rb4Al4Si4O16
3047,mp-5440,Al24P24O96
3048,mp-1096965,Cr28N56
3049,mp-1204565,Si32B4N4O72
3050,mp-600060,Si48O96
3051,mp-555740,Si8O16
3052,mp-560998,Si18O36
3053,mp-1209324,Rb4Be4P4O16
3054,mp-667383,Si28O56
3055,mp-1195265,Si96O192
3056,mp-561181,Si28O56
3057,mp-600029,Si12O24
3058,mp-1197734,Pr12Fe26Bi2
3059,mp-1200512,Er12Al86W8
3060,mp-1209105,Sm12Al78Cr16
3061,mp-1207857,Y12Ta8Al86
3062,mp-1213424,Er12Ta8Al86
3063,mp-643523,Pr12Fe26Ge2
3064,mp-1210969,Lu12Al86V8
3065,mp-1212458,Ho12Mn8Al86
3066,mp-1208499,Tb12Nb8Al86
3067,mp-1199732,Yb12Ti8Al86
3068,mp-1208183,Tm12Ta8Al86
3069,mp-1207010,Hg2N4
3070,mp-1077346,Hg4N2
3071,mp-1193606,Cs12Ge4Te12
3072,mp-560260,Cs4La4S8O32
3073,mp-1193903,K8Mo4S12O4
3074,mp-1190566,Tl4S4O12F4
3075,mp-567716,Al4Tl4Cl16
3076,mp-1192526,Cs4Ba4P4S16
3077,mp-28433,Rb4Cl4O16
3078,mp-1190566,Tl4S4O12F4
3079,mp-557753,K12P4O16
3080,mp-4136,Ce4P4O16
3081,mp-1245841,K12Mo2N8
3082,mp-695308,Ca4Gd4Th4P12O48
3083,mp-569348,Tl8Ga8Br32
3084,mp-551437,Rb4C1O4
3085,mp-551267,Rb4C1O4
3086,mp-554123,Ba2Mn4O16
3087,mp-1194448,Cs8Mo4S12O4
3088,mp-1209199,Rb4S4O16
3089,mp-1227768,Ba1Sr2P2O8
3090,mp-1209606,Rb4Fe4Br16
3091,mp-624221,Ge6Rh10
3092,mp-573651,Li88Pb20
3093,mp-30969,Ho24Co14
3094,mp-1105935,Si6Ru10
3095,mp-624221,Ge6Rh10
3096,mp-25449,Li4Cu4P4O16
3097,mp-641539,Si12N16
3098,mp-756608,Li4Cr3Ni2Sb3O16
3099,mp-770566,Be4Fe8O16
3100,mp-777480,Li8Ti12Mn4O32
3101,mp-1193109,Na4Ca4As4O16
3102,mp-867734,Li4Mn4Nb4O16
3103,mp-753580,Li4Ti4Si4O16
3104,mp-1262424,Ti4Al2O8
3105,mp-758017,Li4Mn3Co1P4O16
3106,mp-769550,Li4Mn10Fe4O24
3107,mp-531175,Cd8Ga16O32
3108,mp-1246738,La3Mg2Cr1S8
3109,mp-770524,Li4Mn3V3Cr2O16
3110,mp-863767,Fe26Sn4O40
3111,mp-775073,Li4Cr3Fe3Sn2O16
3112,mp-1293197,Al2Fe4O8
3113,mp-757650,Li4Co4P4O16
3114,mp-752571,Li5Co7O3F13
3115,mvc-10308,Mg6Mo12O24
3116,mp-752865,Li4Mn5Cu3O16
3117,mp-774451,Li4Mn3Fe2Co3O16
3118,mp-1284941,Fe12O16
3119,mvc-5152,Mg6Cu12O24
3120,mp-1232148,Eu8Mg4Se16
3121,mp-757714,Li4Cr2Ni2P4O16
3122,mp-774791,Li4Mn3Cr3Te2O16
3123,mp-541276,Ca4Yb4In4Se16
3124,mvc-9736,Mg6Ti12O24
3125,mvc-5089,Zn8Cr16O32
3126,mp-1222901,Li4Al2Cr4Sb2O16
3127,mp-780585,Ti4Fe8O16
3128,mp-1247109,Sm2Mg2Mo2S8
3129,mp-1663944,Li4Mn4P4O16
3130,mp-1225191,Fe3Rh3S8
3131,mp-761028,Li8Ti6Cr6Te4O32
3132,mp-757795,Li4Co3Ni2Sb3O16
3133,mp-22142,Si2Se4
3134,mp-22142,Si2Se4
3135,mp-7905,Si2O4
3136,mp-754936,Dy2Al2O6
3137,mp-998624,Na2Os2O6
3138,mp-754936,Dy2Al2O6
3139,mp-754307,Ba2Nd2O6
3140,mp-1177954,Li8Fe4F16
3141,mp-867743,Li2Mn2F6
3142,mp-7607,Ti2Hg2O6
3143,mp-753024,Li2V2F6
3144,mp-756214,Y2Al2O6
3145,mp-1221080,Na1Ce1Ti2O6
3146,mp-1225200,Fe3Co3Sn6
3147,mp-20536,Co3Sn3
3148,mp-442,Rh3Pb3
3149,mp-1223297,La4Ce4Sb4S20Br4
3150,mp-542445,K4Pa2F14
3151,mp-550820,Sm2Zn2P2O2
3152,mp-549728,Dy2Zn2P2O2
3153,mp-13207,Ce2Zn2P2O2
3154,mp-676829,Li49Cu8N19
3155,mp-722903,K2Li1Al1F6
3156,mp-570950,Na1Li2N1
3157,mp-676829,Li49Cu8N19
3158,mp-31198,Er6Ru4
3159,mp-1246438,Ba12Fe8N16
3160,mp-1246125,Ba12V8N16
3161,mp-1190476,Na4Zn2Ge4Se12
3162,mp-755802,K8Mg4O8
3163,mp-755802,K8Mg4O8
3164,mp-700,Ge4Se4
3165,mp-1017539,Zn2O2
3166,mp-19214,Ce2V2O8
3167,mp-771977,Tm2As2O8
3168,mp-560595,Ca8As4Cl4O16
3169,mp-1215728,Y1V2Bi1O8
3170,mp-756550,Tm4As4O16
3171,mp-18799,Yb2V2O8
3172,mp-775434,Cr2Bi2O8
3173,mp-18734,Ho2V2O8
3174,mp-18812,Nd2V2O8
3175,mp-1192743,Sr4Ge4Pb4O16
3176,mp-772156,Er2As2O8
3177,mp-9580,Tl2Ga2Se4
3178,mp-1223855,K2Sn1Hg1Te4
3179,mp-15220,K4V2Cu2Se8
3180,mp-1079388,Nd2B4Ru4
3181,mp-1223855,K2Sn1Hg1Te4
3182,mp-686102,Tl24In16Se40
3183,mp-10163,Na2Al2Te4
3184,mp-8766,Rb4Co2S4
3185,mp-1102153,Ba2Fe4Se6
3186,mp-1223965,In3Bi1Te4
3187,mp-1021465,Na4Zn2Se4
3188,mp-505034,Cs4Mn2S4
3189,mp-570076,Tl2Cd1Sn1Te4
3190,mp-27635,Rb2Sn1I6
3191,mp-27834,Tl2Pt1Cl6
3192,mp-1180839,K2Sn1N6
3193,mp-1207222,Rb2V1Cl6
3194,mp-571126,Ti2B1Rh6
3195,mp-20076,K1Cr1F6
3196,mp-1209055,Sb1Br6N2
3197,mp-579560,Cs3Sb2Br9
3198,mp-1209219,Rb2Nb2Cl12
3199,mp-1080748,Sn1N2Cl6
3200,mp-9926,Sr1Rh1F6
3201,mp-1078506,Pd1N2Cl6
3202,mp-30974,Cs2W2Cl12
3203,mp-4047,Cs2Si1F6
3204,mp-1206883,K2Co1F6
3205,mp-613910,Ba1Ni1F6
3206,mp-557471,Mn4As4O16
3207,mp-504714,Ni6B14I2O26
3208,mp-684065,Ti20B48O104
3209,mp-759054,Li8Cu8Si8O28
3210,mp-1248889,Ti8Be12Zn4Si12O48
3211,mvc-5455,Zn4Ag4As4O20
3212,mp-554137,Mg8Si8O24
3213,mp-1265872,Be12Si12Mo8O48
3214,mvc-8596,Mg4Fe4Ge8O24
3215,mp-1569040,Zn4Cr4Ge8O24
3216,mp-1248889,Ti8Be12Zn4Si12O48
3217,mp-19136,Tb1Fe3B4O12
3218,mp-771046,Mg4N8O24
3219,mp-1194668,Mg12H48C48O48
3220,mp-20495,Na4C2O6
3221,mp-555000,Mg12H24C24O48
3222,mp-758928,Li8V4C8O24
3223,mp-1220241,Nd1Fe6Bi1B8O24
3224,mp-22213,Mn1Sn1B2O6
3225,mp-6217,La2Sc6B8O24
3226,mp-9812,Zn2C2O6
3227,mp-1101800,Mg1S1O9
3228,mp-1289597,Mn4B4O12
3229,mp-1208860,Sm1Al3B4O12
3230,mp-1120755,Na2C2O6
3231,mp-758087,Li4V3C6O18
3232,mp-572797,Cs2Ir1F6
3233,mp-1113508,Cs3Ga1F6
3234,mp-1113479,Rb2Nb1Au1F6
3235,mp-541419,Nb12Ni12O2
3236,mp-22604,In1As1F6
3237,mp-1079654,Sm2Mn1Ga6
3238,mp-1104268,Cs3Bi2Cl9
3239,mp-624243,Fe12W12C2
3240,mp-989560,Cs2Tl1Si1H6
3241,mp-1207722,W2N2Cl12
3242,mp-624214,Cs6Bi4I18
3243,mp-1219625,Rb4Sb1Rh1Cl12
3244,mp-1224038,Ho4Mn2Ru2O14
3245,mp-6213,Na12Sc8V12O48
3246,mp-1226623,Ce1Nd4Zr3O14
3247,mp-1225538,Eu4Sc2Nb2O14
3248,mp-1227522,Ca12Al2Cr6Si12O48
3249,mp-1191931,Na3Ca1Mg3Al1F14
3250,mp-16152,Pr4Te4O14
3251,mp-1216523,Y12Ga4Fe16O48
3252,mp-1227902,Ca12Al4Fe4Si12O48
3253,mp-1225637,Er4Fe2Sb2O14
3254,mp-1219865,Pr4Fe2Sb2O14
3255,mp-1223270,K2Y2Ta4O14
3256,mp-1217722,Tb4Gd8Ga20O48
3257,mp-1208102,Tm12Al20O48
3258,mp-6213,Na12Sc8V12O48
3259,mp-22431,Yb4Ti4O14
3260,mp-6153,Na12Li12V8F48
3261,mp-1224759,Gd4Fe2Sb2O14
3262,mvc-4351,Al8Cr12Si12O48
3263,mp-1219865,Pr4Fe2Sb2O14
3264,mp-1246098,Y4Pt4Se14
3265,mp-1245981,Y4Pt4S14
3266,mp-14051,Ca12Mn8Si12O48
3267,mp-5548,Ta4Cd4O14
3268,mp-1254352,Ti8Zn12Si12O48
3269,mp-1220526,Nb2In2Bi4O14
3270,mp-1209512,Rb8Ho4Cl20
3271,mp-558775,Al6Pb10F38
3272,mp-1213731,Cs8Gd4Cl20
3273,mp-1201396,K32Ti16F80
3274,mp-1213783,Cs8Y4Cl20
3275,mp-28761,Sr14Mn8O30
3276,mp-640266,Ca9Al6O18
3277,mp-15012,K6B6S12
3278,mp-1192144,Nd6B6N12
3279,mp-561725,Cs6B6O12
3280,mp-5401,Sr8B8O20
3281,mp-561725,Cs6B6O12
3282,mp-755309,Li3Nb1S4
3283,mp-5621,Nb1Cu3S4
3284,mp-9295,Ta1Cu3Te4
3285,mp-505244,Fe2Cu2Se4
3286,mp-1217842,Ta1V1Cu6Se8
